cast,cast_id,cast_url,certificate,director,director_id,director_url,genre,gross,metascore,movie_id,movie_name,movie_url,plot,poster,rating,runtime,votes,year
"Kristen Stewart,Yvan Attal,Gabriel Sky,Jack O'Connell","nm0829576,nm0040939,nm9982380,nm1925239","https://www.imdb.com/name/nm0829576,https://www.imdb.com/name/nm0040939,https://www.imdb.com/name/nm9982380,https://www.imdb.com/name/nm1925239",R,Benedict Andrews,nm4970700,https://www.imdb.com/name/nm4970700,"Biography,Drama,Thriller",,54        ,tt1780967,Seberg,https://www.imdb.com/title/tt1780967,Inspired by real events in the life of French New Wave icon,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.5,102 min,3385,2019
"Sylvester Stallone,Paz Vega,Sergio Peris-Mencheta,Adriana Barraza","nm0000230,nm0891895,nm0673824,nm0056770","https://www.imdb.com/name/nm0000230,https://www.imdb.com/name/nm0891895,https://www.imdb.com/name/nm0673824,https://www.imdb.com/name/nm0056770",R,Adrian Grunberg,nm0344496,https://www.imdb.com/name/nm0344496,"Action,Adventure,Thriller",$18.87M,26        ,tt1206885,Rambo: Last Blood,https://www.imdb.com/title/tt1206885,Rambo must confront his past and unearth his ruthless combat skills to exact revenge in a final mission.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.2,89 min,68939,2019
"Kyle Chandler,Vera Farmiga,Millie Bobby Brown,Ken Watanabe","nm0151419,nm0267812,nm5611121,nm0913822","https://www.imdb.com/name/nm0151419,https://www.imdb.com/name/nm0267812,https://www.imdb.com/name/nm5611121,https://www.imdb.com/name/nm0913822",PG-13,Michael Dougherty,nm1002424,https://www.imdb.com/name/nm1002424,"Action,Adventure,Fantasy",$110.50M,48        ,tt3741700,Godzilla: King of the Monsters,https://www.imdb.com/title/tt3741700,"The crypto-zoological agency Monarch faces off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6,132 min,120473,2019
"Adam Sandler,Jennifer Aniston,Luke Evans,Terence Stamp","nm0001191,nm0000098,nm1812656,nm0000654","https://www.imdb.com/name/nm0001191,https://www.imdb.com/name/nm0000098,https://www.imdb.com/name/nm1812656,https://www.imdb.com/name/nm0000654",PG-13,Kyle Newacheck,nm1760830,https://www.imdb.com/name/nm1760830,"Action,Comedy,Crime",,38        ,tt1618434,Murder Mystery,https://www.imdb.com/title/tt1618434,"A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6,97 min,89834,2019
"Octavia Spencer,Diana Silvers,Juliette Lewis,McKaley Miller","nm0818055,nm9537602,nm0000496,nm3591790","https://www.imdb.com/name/nm0818055,https://www.imdb.com/name/nm9537602,https://www.imdb.com/name/nm0000496,https://www.imdb.com/name/nm3591790",R,Tate Taylor,nm0853238,https://www.imdb.com/name/nm0853238,"Horror,Mystery,Thriller",$45.37M,53        ,tt7958736,Ma,https://www.imdb.com/title/tt7958736,"A lonely woman befriends a group of teenagers and decides to let them party at her house. Just when the kids think their luck couldn't get any better, things start happening that make them question the intention of their host.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.6,99 min,33798,2019
"Lily Collins,Zac Efron,Angela Sarafyan,Sydney Vollmer","nm2934314,nm1374980,nm1494168,nm7413281","https://www.imdb.com/name/nm2934314,https://www.imdb.com/name/nm1374980,https://www.imdb.com/name/nm1494168,https://www.imdb.com/name/nm7413281",R,Joe Berlinger,nm0075666,https://www.imdb.com/name/nm0075666,"Biography,Crime,Drama",,52        ,tt2481498,"Extremely Wicked, Shockingly Evil and Vile",https://www.imdb.com/title/tt2481498,"A chronicle of the crimes of Ted Bundy from the perspective of Liz, his longtime girlfriend, who refused to believe the truth about him for years.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.6,110 min,69749,2019
"Will Smith,Mary Elizabeth Winstead,Clive Owen,Benedict Wong","nm0000226,nm0935541,nm0654110,nm0938950","https://www.imdb.com/name/nm0000226,https://www.imdb.com/name/nm0935541,https://www.imdb.com/name/nm0654110,https://www.imdb.com/name/nm0938950",PG-13,Ang Lee,nm0000487,https://www.imdb.com/name/nm0000487,"Action,Drama,Sci-Fi",$20.55M,38        ,tt1025100,Gemini Man,https://www.imdb.com/title/tt1025100,An over-the-hill hitman faces off against a younger clone of himself.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.7,117 min,64950,2019
"Julia Garner,Matthew Macfadyen,Makenzie Leigh,Kristine Froseth","nm3400186,nm0532193,nm4689170,nm8109082","https://www.imdb.com/name/nm3400186,https://www.imdb.com/name/nm0532193,https://www.imdb.com/name/nm4689170,https://www.imdb.com/name/nm8109082",R,Kitty Green,nm3317268,https://www.imdb.com/name/nm3317268,Drama,,79        ,tt9000224,The Assistant,https://www.imdb.com/title/tt9000224,"A searing look at a day in the life of an assistant to a powerful executive. As Jane follows her daily routine, she grows increasingly aware of the insidious abuse that threatens every aspect of her position.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.9,87 min,4570,2019
"Dwayne Johnson,Lena Headey,Vince Vaughn,Florence Pugh","nm0425005,nm0372176,nm0000681,nm6073955","https://www.imdb.com/name/nm0425005,https://www.imdb.com/name/nm0372176,https://www.imdb.com/name/nm0000681,https://www.imdb.com/name/nm6073955",PG-13,Stephen Merchant,nm0580351,https://www.imdb.com/name/nm0580351,"Biography,Comedy,Drama",$22.96M,68        ,tt6513120,Fighting with My Family,https://www.imdb.com/title/tt6513120,A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.1,108 min,59305,2019
"James McAvoy,Bruce Willis,Samuel L. Jackson,Anya Taylor-Joy","nm0564215,nm0000246,nm0000168,nm5896355","https://www.imdb.com/name/nm0564215,https://www.imdb.com/name/nm0000246,https://www.imdb.com/name/nm0000168,https://www.imdb.com/name/nm5896355",PG-13,M. Night Shyamalan,nm0796117,https://www.imdb.com/name/nm0796117,"Drama,Sci-Fi,Thriller",$111.05M,43        ,tt6823368,Glass,https://www.imdb.com/title/tt6823368,"Security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.7,129 min,192416,2019
"Juan Daniel Garcia Trevino,Xueming Angelina Chen,Coral Puente,Brandon Stanton","nm10769385,nm7378965,nm11569756,nm9228620","https://www.imdb.com/name/nm10769385,https://www.imdb.com/name/nm7378965,https://www.imdb.com/name/nm11569756,https://www.imdb.com/name/nm9228620",TV-MA,Fernando Frias,nm3305020,https://www.imdb.com/name/nm3305020,Drama,,68        ,tt4323594,I'm No Longer Here,https://www.imdb.com/title/tt4323594,"In Monterrey, Mexico, a young street gang spends their days dancing to slowed-down cumbia and attending parties. After a mix-up with a local cartel, their leader is forced to migrate to the U.S. but quickly longs to return home.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.4,105 min,930,2019
"Isabela Merced,Eugenio Derbez,Michael Pena,Eva Longoria","nm5097044,nm0220240,nm0671567,nm0519456","https://www.imdb.com/name/nm5097044,https://www.imdb.com/name/nm0220240,https://www.imdb.com/name/nm0671567,https://www.imdb.com/name/nm0519456",PG,James Bobin,nm0090386,https://www.imdb.com/name/nm0090386,"Adventure,Comedy,Family",$54.89M,63        ,tt7547410,Dora and the Lost City of Gold,https://www.imdb.com/title/tt7547410,"Dora, a teenage explorer, leads her friends on an adventure to save her parents and solve the mystery behind a lost city of gold.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6,102 min,18952,2019
"Donnie Yen,Scott Adkins,Danny Kwok-Kwan Chan,Vanness Wu","nm0947447,nm0012078,nm2185928,nm1488865","https://www.imdb.com/name/nm0947447,https://www.imdb.com/name/nm0012078,https://www.imdb.com/name/nm2185928,https://www.imdb.com/name/nm1488865",Unrated,Wilson Yip,nm0948159,https://www.imdb.com/name/nm0948159,"Action,Biography,Drama",,62        ,tt2076298,Ip Man 4: The Finale,https://www.imdb.com/title/tt2076298,The Kung Fu master travels to the U.S. where his student has upset the local martial arts community by opening a Wing Chun school.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.1,107 min,16762,2019
"Patton Oswalt,Kevin Hart,Harrison Ford,Eric Stonestreet","nm0652663,nm0366389,nm0000148,nm0832314","https://www.imdb.com/name/nm0652663,https://www.imdb.com/name/nm0366389,https://www.imdb.com/name/nm0000148,https://www.imdb.com/name/nm0832314",PG,"Jonathan del Val,Chris Renaud","nm3646390,nm0719208","https://www.imdb.com/name/nm3646390,https://www.imdb.com/name/nm0719208","Animation,Adventure,Comedy",$158.87M,55        ,tt5113040,The Secret Life of Pets 2,https://www.imdb.com/title/tt5113040,"Continuing the story of Max and his pet friends, following their secret lives after their owners leave them for work or school each day.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.5,86 min,43836,2019
"Sebastian Stan,Alison Sudol,Asher Miles Fallica,LisaGay Hamilton","nm1659221,nm0837223,nm8313926,nm0004986","https://www.imdb.com/name/nm1659221,https://www.imdb.com/name/nm0837223,https://www.imdb.com/name/nm8313926,https://www.imdb.com/name/nm0004986",R,Todd Robinson,nm0733149,https://www.imdb.com/name/nm0733149,"Drama,War",,51        ,tt0783640,The Last Full Measure,https://www.imdb.com/title/tt0783640,"Thirty-four years after his death, Airman William H. Pitsenbarger, Jr. (""Pits"") is awarded the nation's highest military honor, for his actions on the battlefield.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.6,116 min,3949,2019
"Kevin Costner,Woody Harrelson,Kathy Bates,John Carroll Lynch","nm0000126,nm0000437,nm0000870,nm0002253","https://www.imdb.com/name/nm0000126,https://www.imdb.com/name/nm0000437,https://www.imdb.com/name/nm0000870,https://www.imdb.com/name/nm0002253",R,John Lee Hancock,nm0359387,https://www.imdb.com/name/nm0359387,"Biography,Crime,Drama",,58        ,tt1860242,The Highwaymen,https://www.imdb.com/title/tt1860242,The untold true story of the legendary detectives who brought down Bonnie and Clyde.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.9,132 min,66007,2019
"Charlize Theron,Seth Rogen,June Diane Raphael,O'Shea Jackson Jr.","nm0000234,nm0736622,nm2053085,nm6578009","https://www.imdb.com/name/nm0000234,https://www.imdb.com/name/nm0736622,https://www.imdb.com/name/nm2053085,https://www.imdb.com/name/nm6578009",R,Jonathan Levine,nm1349522,https://www.imdb.com/name/nm1349522,"Comedy,Romance",$30.32M,67        ,tt2139881,Long Shot,https://www.imdb.com/title/tt2139881,"Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter and sparks fly.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.8,125 min,83033,2019
"Haley Lu Richardson,Cole Sprouse,Moises Arias,Kimberly Hebert Gregory","nm4726634,nm0819850,nm2030779,nm2554997","https://www.imdb.com/name/nm4726634,https://www.imdb.com/name/nm0819850,https://www.imdb.com/name/nm2030779,https://www.imdb.com/name/nm2554997",PG-13,Justin Baldoni,nm1682573,https://www.imdb.com/name/nm1682573,"Drama,Romance",$45.73M,53        ,tt6472976,Five Feet Apart,https://www.imdb.com/title/tt6472976,"A pair of teenagers with cystic fibrosis meet in a hospital and fall in love, though their disease means they must avoid close physical contact.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.2,116 min,34822,2019
"Melissa McCarthy,Tiffany Haddish,Elisabeth Moss,Domhnall Gleeson","nm0565250,nm1840504,nm0005253,nm1727304","https://www.imdb.com/name/nm0565250,https://www.imdb.com/name/nm1840504,https://www.imdb.com/name/nm0005253,https://www.imdb.com/name/nm1727304",R,Andrea Berloff,nm0075696,https://www.imdb.com/name/nm0075696,"Action,Crime,Drama",$12.05M,35        ,tt5822564,The Kitchen,https://www.imdb.com/title/tt5822564,The wives of New York gangsters in Hell's Kitchen in the 1970s continue to operate their husbands' rackets after they're locked up in prison.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.4,102 min,12036,2019
"Mads Mikkelsen,Vanessa Hudgens,Katheryn Winnick,Fei Ren","nm0586568,nm1227814,nm0935395,nm6699375","https://www.imdb.com/name/nm0586568,https://www.imdb.com/name/nm1227814,https://www.imdb.com/name/nm0935395,https://www.imdb.com/name/nm6699375",TV-MA,Jonas Akerlund,nm0959774,https://www.imdb.com/name/nm0959774,"Action,Crime,Drama",,19        ,tt4139588,Polar,https://www.imdb.com/title/tt4139588,"A retiring assassin suddenly finds himself on the receiving end of a hit, contracted by none other than his own employer seeking to cash in on the pensions of aging employees.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.3,118 min,68696,2019
"Sam Worthington,Lily Rabe,Lucy Capri,Adjoa Andoh","nm0941777,nm1143816,nm9931333,nm0027957","https://www.imdb.com/name/nm0941777,https://www.imdb.com/name/nm1143816,https://www.imdb.com/name/nm9931333,https://www.imdb.com/name/nm0027957",TV-MA,Brad Anderson,nm0026442,https://www.imdb.com/name/nm0026442,"Mystery,Thriller",,36        ,tt4332232,Fractured,https://www.imdb.com/title/tt4332232,"A couple stops at a gas station, where their 6 y.o. daughter's arm is fractured. They hurry to a hospital. Something strange is going on there. The wife and daughter go missing.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.4,99 min,45706,2019
"Kevin Costner,Milo Ventimiglia,Jackie Minns,Marcus Hondro","nm0000126,nm0893257,nm4467076,nm0393125","https://www.imdb.com/name/nm0000126,https://www.imdb.com/name/nm0893257,https://www.imdb.com/name/nm4467076,https://www.imdb.com/name/nm0393125",PG,Simon Curtis,nm0193508,https://www.imdb.com/name/nm0193508,"Comedy,Drama,Romance",$25.50M,43        ,tt1478839,The Art of Racing in the Rain,https://www.imdb.com/title/tt1478839,"Through his bond with his owner, aspiring Formula One race car driver Denny, golden retriever Enzo learns that the techniques needed on the racetrack can also be used to successfully navigate the journey of life.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.5,109 min,19110,2019
"Mel Gibson,Sean Penn,Eddie Marsan,Natalie Dormer","nm0000154,nm0000576,nm0550371,nm1754059","https://www.imdb.com/name/nm0000154,https://www.imdb.com/name/nm0000576,https://www.imdb.com/name/nm0550371,https://www.imdb.com/name/nm1754059",,Farhad Safinia,nm1731154,https://www.imdb.com/name/nm1731154,"Biography,Drama",,25        ,tt5932728,The Professor and the Madman,https://www.imdb.com/title/tt5932728,"Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the mid-19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.3,124 min,26726,2019
"George MacKay,Essie Davis,Nicholas Hoult,Ben Corbett","nm1126657,nm0204583,nm0396558,nm4997543","https://www.imdb.com/name/nm1126657,https://www.imdb.com/name/nm0204583,https://www.imdb.com/name/nm0396558,https://www.imdb.com/name/nm4997543",R,Justin Kurzel,nm0997291,https://www.imdb.com/name/nm0997291,"Biography,Crime,Drama",,75        ,tt4844140,True History of the Kelly Gang,https://www.imdb.com/title/tt4844140,Based on Peter Carey's novel. The story of Australian bushranger Ned Kelly and his gang as they flee from authorities during the 1870s.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.1,124 min,3654,2019
"Joey Lauren Adams,Ben Affleck,Fred Armisen,Diedrich Bader","nm0000725,nm0000255,nm0035488,nm0046033","https://www.imdb.com/name/nm0000725,https://www.imdb.com/name/nm0000255,https://www.imdb.com/name/nm0035488,https://www.imdb.com/name/nm0046033",R,Kevin Smith,nm0003620,https://www.imdb.com/name/nm0003620,Comedy,,46        ,tt6521876,Jay and Silent Bob Reboot,https://www.imdb.com/title/tt6521876,Jay and Silent Bob return to Hollywood to stop a reboot of the 'Bluntman and Chronic' movie from getting made.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.7,105 min,15117,2019
"Ryan Reynolds,Justice Smith,Kathryn Newton,Bill Nighy","nm0005351,nm6819854,nm1105980,nm0631490","https://www.imdb.com/name/nm0005351,https://www.imdb.com/name/nm6819854,https://www.imdb.com/name/nm1105980,https://www.imdb.com/name/nm0631490",PG,Rob Letterman,nm1224299,https://www.imdb.com/name/nm1224299,"Adventure,Comedy,Family",$144.11M,53        ,tt5884052,Pokemon Detective Pikachu,https://www.imdb.com/title/tt5884052,"In a world where people collect Pokemon to do battle, a boy comes across an intelligent talking Pikachu who seeks to be a detective.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.6,104 min,125912,2019
"Elizabeth Banks,David Denman,Jackson A. Dunn,Abraham Clinkscales","nm0006969,nm0219292,nm6676262,nm6561765","https://www.imdb.com/name/nm0006969,https://www.imdb.com/name/nm0219292,https://www.imdb.com/name/nm6676262,https://www.imdb.com/name/nm6561765",R,David Yarovesky,nm0946521,https://www.imdb.com/name/nm0946521,"Drama,Horror,Mystery",$17.30M,44        ,tt7752126,Brightburn,https://www.imdb.com/title/tt7752126,"What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.1,90 min,70746,2019
"Boyd Holbrook,Cleopatra Coleman,Bokeem Woodbine,Michael C. Hall","nm2933542,nm1671147,nm0940158,nm0355910","https://www.imdb.com/name/nm2933542,https://www.imdb.com/name/nm1671147,https://www.imdb.com/name/nm0940158,https://www.imdb.com/name/nm0355910",TV-MA,Jim Mickle,nm0585344,https://www.imdb.com/name/nm0585344,"Crime,Mystery,Sci-Fi",,48        ,tt8110640,In the Shadow of the Moon,https://www.imdb.com/title/tt8110640,A Philadelphia police officer struggles with a lifelong obsession to track down a mysterious serial killer whose crimes defy explanation.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.2,115 min,34421,2019
"David Harbour,Milla Jovovich,Ian McShane,Sasha Lane","nm1092086,nm0000170,nm0574534,nm7603745","https://www.imdb.com/name/nm1092086,https://www.imdb.com/name/nm0000170,https://www.imdb.com/name/nm0574534,https://www.imdb.com/name/nm7603745",R,Neil Marshall,nm0551076,https://www.imdb.com/name/nm0551076,"Action,Adventure,Fantasy",$21.90M,31        ,tt2274648,Hellboy,https://www.imdb.com/title/tt2274648,"Based on the graphic novels by Mike Mignola, Hellboy, caught between the worlds of the supernatural and human, battles an ancient sorceress bent on revenge.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.2,120 min,71880,2019
"Aras Bulut Iynemli,Nisa Sofiya Aksongur,Deniz Baysal,Celile Toyon Uysal","nm4199420,nm9651809,nm4335569,nm0870319","https://www.imdb.com/name/nm4199420,https://www.imdb.com/name/nm9651809,https://www.imdb.com/name/nm4335569,https://www.imdb.com/name/nm0870319",,Mehmet Ada Oztekin,nm3133017,https://www.imdb.com/name/nm3133017,Drama,,,tt10431500,7 Kogustaki Mucize,https://www.imdb.com/title/tt10431500,A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six years old daughter. The prison would be their home. Based on the 2013 Korean movie,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,8.3,132 min,25618,2019
"Bill Murray,Adam Driver,Tom Waits,Chloe Sevigny","nm0000195,nm3485845,nm0001823,nm0001721","https://www.imdb.com/name/nm0000195,https://www.imdb.com/name/nm3485845,https://www.imdb.com/name/nm0001823,https://www.imdb.com/name/nm0001721",R,Jim Jarmusch,nm0000464,https://www.imdb.com/name/nm0000464,"Comedy,Fantasy,Horror",$6.56M,53        ,tt8695030,The Dead Don't Die,https://www.imdb.com/title/tt8695030,The peaceful town of Centerville finds itself battling a zombie horde as the dead start rising from their graves.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.5,104 min,42634,2019
"Taylor Russell,Logan Miller,Jay Ellis,Tyler Labine","nm5347988,nm2383250,nm1337350,nm0479527","https://www.imdb.com/name/nm5347988,https://www.imdb.com/name/nm2383250,https://www.imdb.com/name/nm1337350,https://www.imdb.com/name/nm0479527",PG-13,Adam Robitel,nm0733263,https://www.imdb.com/name/nm0733263,"Action,Adventure,Horror",$57.01M,48        ,tt5886046,Escape Room,https://www.imdb.com/title/tt5886046,Six strangers find themselves in a maze of deadly mystery rooms and must use their wits to survive.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.3,99 min,74605,2019
"August Diehl,Valerie Pachner,Maria Simon,Karin Neuhauser","nm0225944,nm5638960,nm0800314,nm0626955","https://www.imdb.com/name/nm0225944,https://www.imdb.com/name/nm5638960,https://www.imdb.com/name/nm0800314,https://www.imdb.com/name/nm0626955",PG-13,Terrence Malick,nm0000517,https://www.imdb.com/name/nm0000517,"Biography,Drama,Romance",,78        ,tt5827916,A Hidden Life,https://www.imdb.com/title/tt5827916,"The Austrian Franz Jagerstatter, a conscientious objector, refuses to fight for the Nazis in World War II.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.4,174 min,12443,2019
"Nicole Brydon Bloom,Giles Matthey,Taylor Nichols,Alan Blumenfeld","nm6051296,nm4736489,nm0629737,nm0089781","https://www.imdb.com/name/nm6051296,https://www.imdb.com/name/nm4736489,https://www.imdb.com/name/nm0629737,https://www.imdb.com/name/nm0089781",,David Marmor,nm1646024,https://www.imdb.com/name/nm1646024,"Drama,Horror,Thriller",,57        ,tt7541106,1BR,https://www.imdb.com/title/tt7541106,"Sarah tries to start anew in LA, but her neighbours are not what they seem.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.8,90 min,2027,2019
"Mckenna Grace,Viola Davis,Jim Gaffigan,Allison Janney","nm5085683,nm0205626,nm0300712,nm0005049","https://www.imdb.com/name/nm5085683,https://www.imdb.com/name/nm0205626,https://www.imdb.com/name/nm0300712,https://www.imdb.com/name/nm0005049",PG,"Bertie,Bert","nm1232262,nm2134432","https://www.imdb.com/name/nm1232262,https://www.imdb.com/name/nm2134432","Comedy,Drama,Family",,59        ,tt2404465,Troop Zero,https://www.imdb.com/title/tt2404465,"In rural 1977 Georgia, a misfit girl dreams of life in outer space. When a competition offers her a chance to be recorded on NASA's Golden Record, she recruits a makeshift troop of Birdie Scouts, forging friendships that last a lifetime.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.9,94 min,6301,2019
"Federico Ielapi,Roberto Benigni,Rocco Papaleo,Massimo Ceccherini","nm9130105,nm0000905,nm0660266,nm0147592","https://www.imdb.com/name/nm9130105,https://www.imdb.com/name/nm0000905,https://www.imdb.com/name/nm0660266,https://www.imdb.com/name/nm0147592",,Matteo Garrone,nm0308520,https://www.imdb.com/name/nm0308520,"Drama,Fantasy",,,tt8333746,Pinocchio,https://www.imdb.com/title/tt8333746,Live-action adaptation of the classic story of a wooden puppet named Pinocchio who comes to life.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.4,120 min,2388,2019
"Adam Driver,Annette Bening,Jon Hamm,Ted Levine","nm3485845,nm0000906,nm0358316,nm0505971","https://www.imdb.com/name/nm3485845,https://www.imdb.com/name/nm0000906,https://www.imdb.com/name/nm0358316,https://www.imdb.com/name/nm0505971",R,Scott Z. Burns,nm1994243,https://www.imdb.com/name/nm1994243,"Biography,Crime,Drama",,66        ,tt8236336,The Report,https://www.imdb.com/title/tt8236336,"Idealistic Senate staffer Daniel J. Jones, tasked by his boss to lead an investigation into the CIA's post 9/11 Detention and Interrogation Program, uncovers shocking secrets.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,7.2,119 min,25936,2019
"Matthew McConaughey,Anne Hathaway,Diane Lane,Jason Clarke","nm0000190,nm0004266,nm0000178,nm0164809","https://www.imdb.com/name/nm0000190,https://www.imdb.com/name/nm0004266,https://www.imdb.com/name/nm0000178,https://www.imdb.com/name/nm0164809",R,Steven Knight,nm1140275,https://www.imdb.com/name/nm1140275,"Drama,Mystery,Thriller",$8.55M,37        ,tt6476140,Serenity,https://www.imdb.com/title/tt6476140,A fishing boat captain juggles facing his mysterious past and finding himself ensnared in a reality where nothing is what it seems.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5.3,106 min,31964,2019
"Willem Dafoe,Julianne Nicholson,Christopher Heyerdahl,Richard Dormer","nm0000353,nm0629855,nm0382216,nm0233807","https://www.imdb.com/name/nm0000353,https://www.imdb.com/name/nm0629855,https://www.imdb.com/name/nm0382216,https://www.imdb.com/name/nm0233807",PG,Ericson Core,nm0179697,https://www.imdb.com/name/nm0179697,"Adventure,Biography,Drama",,69        ,tt5116302,Togo,https://www.imdb.com/title/tt5116302,"The story of Togo, the sled dog who led the 1925 serum run yet was considered by most to be too small and weak to lead such an intense race.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,8,113 min,27579,2019
"Sophie Nelisse,Corinne Foxx,Brianne Tju,Sistine Rose Stallone","nm4563869,nm1010724,nm2769343,nm1875985","https://www.imdb.com/name/nm4563869,https://www.imdb.com/name/nm1010724,https://www.imdb.com/name/nm2769343,https://www.imdb.com/name/nm1875985",PG-13,Johannes Roberts,nm1266897,https://www.imdb.com/name/nm1266897,"Adventure,Drama,Horror",$21.11M,43        ,tt7329656,47 Meters Down: Uncaged,https://www.imdb.com/title/tt7329656,Four teen girls diving in a ruined underwater city quickly learn they've entered the territory of the deadliest shark species in the claustrophobic labyrinth of submerged caves.,https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,5,90 min,16304,2019
"David Coffin,David Pridemore,Adam Wolf Mayerson,Mark S. Cartier","nm11457165,nm5553586,nm4930397,nm2440805","https://www.imdb.com/name/nm11457165,https://www.imdb.com/name/nm5553586,https://www.imdb.com/name/nm4930397,https://www.imdb.com/name/nm2440805",R,"Danielle Krudy,Bridget Savage Cole","nm3437699,nm3014722","https://www.imdb.com/name/nm3437699,https://www.imdb.com/name/nm3014722","Comedy,Drama,Mystery",,72        ,tt8299768,Blow the Man Down,https://www.imdb.com/title/tt8299768,"Mary Beth and Priscilla Connolly attempt to cover up a gruesome run-in with a dangerous man. To conceal their crime, the sisters must go deep into the criminal underbelly of their hometown, uncovering the town's darkest secrets.",https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB466725069_.png,6.4,91 min,4022,2019
